"SalePrice","YearBuilt","YrSold","MonthSold","Size.sqf.","Floor","HallwayType","HeatingType","AptManageType","N_Parkinglot.Ground.","N_Parkinglot.Basement.","TimeToBusStop","TimeToSubway","N_APT","N_manager","N_elevators","SubwayStation","N_FacilitiesNearBy.PublicOffice.","N_FacilitiesNearBy.Hospital.","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.Mall.","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.Park.","N_SchoolNearBy.Elementary.","N_SchoolNearBy.Middle.","N_SchoolNearBy.High.","N_SchoolNearBy.University.","N_FacilitiesInApt","N_FacilitiesNearBy.Total.","N_SchoolNearBy.Total.","Size.p.","Price.per.Size","DateSold","DateBuilt","Prob_elevators"
353982,2007,2012,2,1387,39,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10,39,9076.46153846154,2012-02-01,2007-01-01,2.31428571428571
175221,1986,2012,2,1131,6,"terraced","central_heating","management_in_trust",713,0,"0~5min","5min~10min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6,32,5475.65625,2012-02-01,1986-01-01,3.88571428571429
111504,1978,2012,2,779,6,"corridor","individual_heating","self_management",87,0,"0~5min","0~5min",2,1,4,"Kyungbuk_uni_hospital",3,2,1,1,0,0,3,3,3,2,3,7,11,22,5068.36363636364,2012-02-01,1978-01-01,2.1
336283,2007,2012,2,1519,22,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10,43,7820.53488372093,2012-02-01,2007-01-01,2.31428571428571
88495,1997,2012,3,644,13,"mixed","individual_heating","management_in_trust",82,56,"10min~15min","10min~15min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7,18,4916.38888888889,2012-03-01,1997-01-01,4.2
182300,2006,2012,3,814,6,"terraced","individual_heating","management_in_trust",111,184,"10min~15min","5min~10min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9,23,7926.08695652174,2012-03-01,2006-01-01,0.0666666666666667
199115,2006,2012,3,811,19,"terraced","individual_heating","management_in_trust",111,184,"10min~15min","5min~10min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9,23,8657.17391304348,2012-03-01,2006-01-01,0.0666666666666667
61061,1985,2012,3,587,10,"corridor","individual_heating","self_management",80,76,"0~5min","15min~20min",1,2,2,"Daegu",5,1,2,1,2,1,2,1,1,0,3,12,4,16,3816.3125,2012-03-01,1985-01-01,2.2
65929,1986,2012,3,451,10,"corridor","individual_heating","management_in_trust",100,18,"0~5min","15min~20min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13,13,5071.46153846154,2012-03-01,1986-01-01,2.2
234513,2006,2012,3,1149,3,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0~5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7,32,7328.53125,2012-03-01,2006-01-01,1.86666666666667
221238,2006,2012,3,914,13,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0~5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7,26,8509.15384615385,2012-03-01,2006-01-01,1.86666666666667
222566,2007,2012,3,1103,12,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8,31,7179.54838709677,2012-03-01,2007-01-01,3.4
131858,2005,2012,3,572,21,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,8241.125,2012-03-01,2005-01-01,0.025
177876,2005,2012,3,914,1,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,26,6841.38461538462,2012-03-01,2005-01-01,0.025
211946,2008,2012,3,829,13,"terraced","individual_heating","management_in_trust",197,475,"10min~15min","0~5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9,23,9215.04347826087,2012-03-01,2008-01-01,2.36666666666667
243362,2007,2012,3,1394,4,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8,39,6240.05128205128,2012-03-01,2007-01-01,3.4
207079,2008,2012,3,829,14,"terraced","individual_heating","management_in_trust",197,475,"10min~15min","0~5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9,23,9003.4347826087,2012-03-01,2008-01-01,2.36666666666667
196460,1993,2012,3,1451,15,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,41,4791.70731707317,2012-03-01,1993-01-01,2.525
226548,2008,2012,3,914,7,"terraced","individual_heating","management_in_trust",197,475,"10min~15min","0~5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9,26,8713.38461538462,2012-03-01,2008-01-01,2.36666666666667
48053,1992,2012,3,355,8,"corridor","individual_heating","management_in_trust",200,0,"10min~15min","5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17,10,4805.3,2012-03-01,1992-01-01,3.4
247787,2007,2012,3,1394,12,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8,39,6353.51282051282,2012-03-01,2007-01-01,3.4
238938,2008,2012,3,1167,13,"terraced","individual_heating","management_in_trust",197,475,"10min~15min","0~5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9,33,7240.54545454545,2012-03-01,2008-01-01,2.36666666666667
228318,1993,2012,3,1288,19,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,36,6342.16666666667,2012-03-01,1993-01-01,2.525
238053,2008,2012,3,914,23,"terraced","individual_heating","management_in_trust",197,475,"10min~15min","0~5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9,26,9155.88461538462,2012-03-01,2008-01-01,2.36666666666667
162831,2005,2012,3,743,5,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,21,7753.85714285714,2012-03-01,2005-01-01,0.025
197345,2005,2012,3,914,17,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,26,7590.19230769231,2012-03-01,2005-01-01,0.025
95132,1992,2012,3,644,7,"corridor","individual_heating","management_in_trust",200,0,"10min~15min","5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17,18,5285.11111111111,2012-03-01,1992-01-01,3.4
224778,1993,2012,3,1288,18,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,36,6243.83333333333,2012-03-01,1993-01-01,2.525
230088,2008,2012,3,914,12,"terraced","individual_heating","management_in_trust",197,475,"10min~15min","0~5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9,26,8849.53846153846,2012-03-01,2008-01-01,2.36666666666667
158407,1993,2012,3,914,14,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,26,6092.57692307692,2012-03-01,1993-01-01,2.525
158407,1993,2012,3,914,10,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,26,6092.57692307692,2012-03-01,1993-01-01,2.525
169911,2005,2012,3,743,7,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,21,8091,2012-03-01,2005-01-01,0.025
117699,1993,2012,3,644,10,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,18,6538.83333333333,2012-03-01,1993-01-01,2.525
117256,1993,2012,3,644,14,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,18,6514.22222222222,2012-03-01,1993-01-01,2.525
207964,2008,2012,3,829,19,"terraced","individual_heating","management_in_trust",197,475,"10min~15min","0~5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9,23,9041.91304347826,2012-03-01,2008-01-01,2.36666666666667
139823,1992,2012,3,914,13,"mixed","individual_heating","self_management",142,79,"10min~15min","10min~15min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14,26,5377.80769230769,2012-03-01,1992-01-01,2.73333333333333
118141,1993,2012,3,644,4,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,18,6563.38888888889,2012-03-01,1993-01-01,2.525
170796,2005,2012,3,743,11,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,21,8133.14285714286,2012-03-01,2005-01-01,0.025
146017,1993,2012,3,914,2,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,26,5616.03846153846,2012-03-01,1993-01-01,2.525
119469,2005,2012,3,572,4,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,7466.8125,2012-03-01,2005-01-01,0.025
230088,2008,2012,3,1167,8,"terraced","individual_heating","management_in_trust",197,475,"10min~15min","0~5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9,33,6972.36363636364,2012-03-01,2008-01-01,2.36666666666667
104424,1992,2012,3,644,4,"mixed","individual_heating","self_management",142,79,"10min~15min","10min~15min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14,18,5801.33333333333,2012-03-01,1992-01-01,2.73333333333333
210619,2008,2012,3,829,14,"terraced","individual_heating","management_in_trust",197,475,"10min~15min","0~5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9,23,9157.34782608696,2012-03-01,2008-01-01,2.36666666666667
111504,1993,2012,3,644,3,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,18,6194.66666666667,2012-03-01,1993-01-01,2.525
170796,2005,2012,3,743,18,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,21,8133.14285714286,2012-03-01,2005-01-01,0.025
183185,2005,2012,3,914,6,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,26,7045.57692307692,2012-03-01,2005-01-01,0.025
312389,2007,2012,3,1387,26,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10,39,8009.97435897436,2012-03-01,2007-01-01,2.31428571428571
126548,1978,2012,3,903,6,"corridor","individual_heating","self_management",87,0,"0~5min","0~5min",2,1,4,"Kyungbuk_uni_hospital",3,2,1,1,0,0,3,3,3,2,3,7,11,25,5061.92,2012-03-01,1978-01-01,2.1
252212,2007,2012,3,868,26,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10,24,10508.8333333333,2012-03-01,2007-01-01,2.31428571428571
159292,1986,2012,3,914,10,"terraced","central_heating","management_in_trust",713,0,"0~5min","5min~10min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6,26,6126.61538461538,2012-03-01,1986-01-01,3.88571428571429
215044,1986,2012,3,1377,7,"terraced","central_heating","management_in_trust",713,0,"0~5min","5min~10min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6,39,5513.94871794872,2012-03-01,1986-01-01,3.88571428571429
367256,2007,2012,3,1519,33,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10,43,8540.83720930233,2012-03-01,2007-01-01,2.31428571428571
194690,2006,2012,3,903,11,"terraced","individual_heating","management_in_trust",123,181,"10min~15min","0~5min",3,3,11,"Myung-duk",3,1,1,1,2,0,4,3,3,1,4,8,11,25,7787.6,2012-03-01,2006-01-01,3.73333333333333
88495,1997,2012,4,644,14,"mixed","individual_heating","management_in_trust",82,56,"10min~15min","10min~15min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7,18,4916.38888888889,2012-04-01,1997-01-01,4.2
208407,2006,2012,4,811,20,"terraced","individual_heating","management_in_trust",111,184,"10min~15min","5min~10min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9,23,9061.17391304348,2012-04-01,2006-01-01,0.0666666666666667
209734,2006,2012,4,910,3,"terraced","individual_heating","management_in_trust",111,184,"10min~15min","5min~10min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9,26,8066.69230769231,2012-04-01,2006-01-01,0.0666666666666667
262831,2006,2012,4,1149,12,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0~5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7,32,8213.46875,2012-04-01,2006-01-01,1.86666666666667
84955,1992,2012,4,640,3,"corridor","individual_heating","management_in_trust",200,0,"10min~15min","5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17,18,4719.72222222222,2012-04-01,1992-01-01,3.4
141592,2005,2012,4,572,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,8849.5,2012-04-01,2005-01-01,0.025
123893,1993,2012,4,644,11,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,18,6882.94444444444,2012-04-01,1993-01-01,2.525
220353,2008,2012,4,914,4,"terraced","individual_heating","management_in_trust",197,475,"10min~15min","0~5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9,26,8475.11538461538,2012-04-01,2008-01-01,2.36666666666667
232300,2007,2012,4,1103,12,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8,31,7493.54838709677,2012-04-01,2007-01-01,3.4
184070,2005,2012,4,914,2,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,26,7079.61538461538,2012-04-01,2005-01-01,0.025
115044,1993,2012,4,644,20,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,18,6391.33333333333,2012-04-01,1993-01-01,2.525
216814,2008,2012,4,914,2,"terraced","individual_heating","management_in_trust",197,475,"10min~15min","0~5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9,26,8339,2012-04-01,2008-01-01,2.36666666666667
229203,2008,2012,4,914,22,"terraced","individual_heating","management_in_trust",197,475,"10min~15min","0~5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9,26,8815.5,2012-04-01,2008-01-01,2.36666666666667
195575,2007,2012,4,1394,21,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8,39,5014.74358974359,2012-04-01,2007-01-01,3.4
256637,2007,2012,4,1394,11,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8,39,6580.4358974359,2012-04-01,2007-01-01,3.4
157522,1993,2012,4,914,15,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,26,6058.53846153846,2012-04-01,1993-01-01,2.525
200000,2008,2012,4,829,2,"terraced","individual_heating","management_in_trust",197,475,"10min~15min","0~5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9,23,8695.65217391304,2012-04-01,2008-01-01,2.36666666666667
91150,1992,2012,4,644,11,"corridor","individual_heating","management_in_trust",200,0,"10min~15min","5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17,18,5063.88888888889,2012-04-01,1992-01-01,3.4
210619,2008,2012,4,829,6,"terraced","individual_heating","management_in_trust",197,475,"10min~15min","0~5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9,23,9157.34782608696,2012-04-01,2008-01-01,2.36666666666667
265044,2007,2012,4,1419,17,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8,40,6626.1,2012-04-01,2007-01-01,3.4
215929,2008,2012,4,829,8,"terraced","individual_heating","management_in_trust",197,475,"10min~15min","0~5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9,23,9388.21739130435,2012-04-01,2008-01-01,2.36666666666667
198230,2005,2012,4,914,16,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,26,7624.23076923077,2012-04-01,2005-01-01,0.025
247787,2007,2012,4,1394,14,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8,39,6353.51282051282,2012-04-01,2007-01-01,3.4
210619,2005,2012,4,1184,2,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,33,6382.39393939394,2012-04-01,2005-01-01,0.025
259292,2007,2012,4,868,19,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10,24,10803.8333333333,2012-04-01,2007-01-01,2.31428571428571
159292,1986,2012,4,914,8,"terraced","central_heating","management_in_trust",713,0,"0~5min","5min~10min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6,26,6126.61538461538,2012-04-01,1986-01-01,3.88571428571429
238053,2007,2012,4,868,24,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10,24,9918.875,2012-04-01,2007-01-01,2.31428571428571
166371,1978,2012,4,1327,2,"corridor","individual_heating","self_management",87,0,"0~5min","0~5min",2,1,4,"Kyungbuk_uni_hospital",3,2,1,1,0,0,3,3,3,2,3,7,11,37,4496.51351351351,2012-04-01,1978-01-01,2.1
168141,1986,2012,4,1131,13,"terraced","central_heating","management_in_trust",713,0,"0~5min","5min~10min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6,32,5254.40625,2012-04-01,1986-01-01,3.88571428571429
86725,1997,2012,5,644,13,"mixed","individual_heating","management_in_trust",82,56,"10min~15min","10min~15min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7,18,4818.05555555556,2012-05-01,1997-01-01,4.2
207964,2006,2012,5,910,5,"terraced","individual_heating","management_in_trust",111,184,"10min~15min","5min~10min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9,26,7998.61538461538,2012-05-01,2006-01-01,0.0666666666666667
208849,2006,2012,5,910,12,"terraced","individual_heating","management_in_trust",111,184,"10min~15min","5min~10min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9,26,8032.65384615385,2012-05-01,2006-01-01,0.0666666666666667
132743,2006,2012,5,636,14,"terraced","individual_heating","management_in_trust",111,184,"10min~15min","5min~10min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9,18,7374.61111111111,2012-05-01,2006-01-01,0.0666666666666667
111504,1986,2012,5,910,8,"corridor","individual_heating","management_in_trust",100,18,"0~5min","15min~20min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13,26,4288.61538461538,2012-05-01,1986-01-01,2.2
106194,1986,2012,5,793,16,"corridor","individual_heating","management_in_trust",100,18,"0~5min","15min~20min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13,22,4827,2012-05-01,1986-01-01,2.2
343362,2006,2012,5,2056,2,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0~5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7,58,5920.03448275862,2012-05-01,2006-01-01,1.86666666666667
265486,2006,2012,5,1149,26,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0~5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7,32,8296.4375,2012-05-01,2006-01-01,1.86666666666667
278318,2006,2012,5,1437,21,"terraced","individual_heating","management_in_trust",249,536,"0~5min","0~5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7,40,6957.95,2012-05-01,2006-01-01,1.86666666666667
127433,1993,2012,5,644,13,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,18,7079.61111111111,2012-05-01,1993-01-01,2.525
118584,1993,2012,5,644,20,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,18,6588,2012-05-01,1993-01-01,2.525
138495,2005,2012,5,572,16,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,8655.9375,2012-05-01,2005-01-01,0.025
143362,2005,2012,5,572,9,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,8960.125,2012-05-01,2005-01-01,0.025
85840,1992,2012,5,640,15,"corridor","individual_heating","management_in_trust",200,0,"10min~15min","5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17,18,4768.88888888889,2012-05-01,1992-01-01,3.4
219469,2008,2012,5,829,11,"terraced","individual_heating","management_in_trust",197,475,"10min~15min","0~5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9,23,9542.13043478261,2012-05-01,2008-01-01,2.36666666666667
175221,2005,2012,5,743,7,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,21,8343.85714285714,2012-05-01,2005-01-01,0.025
161061,1993,2012,5,914,18,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,26,6194.65384615385,2012-05-01,1993-01-01,2.525
249557,2008,2012,5,1167,3,"terraced","individual_heating","management_in_trust",197,475,"10min~15min","0~5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9,33,7562.33333333333,2012-05-01,2008-01-01,2.36666666666667
238938,2007,2012,5,1419,21,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8,40,5973.45,2012-05-01,2007-01-01,3.4
203982,2005,2012,5,914,22,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,26,7845.46153846154,2012-05-01,2005-01-01,0.025
82300,1992,2012,5,576,4,"corridor","individual_heating","management_in_trust",200,0,"10min~15min","5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17,16,5143.75,2012-05-01,1992-01-01,3.4
243362,2007,2012,5,1103,17,"terraced","individual_heating","management_in_trust",554,524,"0~5min","0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8,31,7850.38709677419,2012-05-01,2007-01-01,3.4
128318,1993,2012,5,644,5,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,18,7128.77777777778,2012-05-01,1993-01-01,2.525
84070,1992,2012,5,640,5,"corridor","individual_heating","management_in_trust",200,0,"10min~15min","5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17,18,4670.55555555556,2012-05-01,1992-01-01,3.4
49115,1992,2012,5,355,10,"corridor","individual_heating","management_in_trust",200,0,"10min~15min","5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17,10,4911.5,2012-05-01,1992-01-01,3.4
212389,2008,2012,5,914,14,"terraced","individual_heating","management_in_trust",197,475,"10min~15min","0~5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9,26,8168.80769230769,2012-05-01,2008-01-01,2.36666666666667
154867,1993,2012,5,914,21,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,26,5956.42307692308,2012-05-01,1993-01-01,2.525
224778,2007,2012,5,868,13,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10,24,9365.75,2012-05-01,2007-01-01,2.31428571428571
253097,2007,2012,5,868,20,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10,24,10545.7083333333,2012-05-01,2007-01-01,2.31428571428571
159292,1986,2012,5,1131,1,"terraced","central_heating","management_in_trust",713,0,"0~5min","5min~10min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6,32,4977.875,2012-05-01,1986-01-01,3.88571428571429
169911,1978,2012,5,1327,5,"corridor","individual_heating","self_management",87,0,"0~5min","0~5min",2,1,4,"Kyungbuk_uni_hospital",3,2,1,1,0,0,3,3,3,2,3,7,11,37,4592.18918918919,2012-05-01,1978-01-01,2.1
